Class ID,Preferred Label,Synonym,Definitions,Parents
http://purl.obolibrary.org/obo/CIDO_0000783,'COVID-19 RT-PCR Peptide Nucleic Acid (PNA) kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000784,'Psoma COVID-19 RT Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000785,'SCoV-2 Detect IgM ELISA',,,http://purl.obolibrary.org/obo/CIDO_0000263
http://purl.obolibrary.org/obo/CIDO_0000786,'LifeHope 2019-nCoV Real-Time RT-PCR Diagnostic Panel',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000787,'Acupath COVID-19 Real-Time (RT-PCR) Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000788,'Inform Diagnostics SARS-CoV-2 RT-PCR Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000789,'IntelliPlex SARS-CoV-2 Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000790,'FastPlex Triplex SARS-CoV-2 detection kit (RT-Digital PCR)',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000791,'DSL COVID-19 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000792,'MD Anderson High-throughput SARS-CoV-2 RT-PCR Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000793,'GenePro SARS-CoV-2 Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000794,'FRL SARS CoV-2 Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000795,'HealthQuest Esoterics TaqPath SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000796,'Babson Diagnostics aC19G1',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000797,'LYHER Novel Coronavirus (2019-nCoV) IgM/IgG Antibody Combo Test Kit (Colloidal Gold)',,,http://purl.obolibrary.org/obo/CIDO_0000353
http://purl.obolibrary.org/obo/CIDO_0000798,'TRUPCR SARS-CoV-2 Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000799,'COVID-19 Coronavirus Real Time PCR Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000800,'Biohit SARS-CoV-2 IgM/IgG Antibody Test Kit',,,http://purl.obolibrary.org/obo/CIDO_0000353
http://purl.obolibrary.org/obo/CIDO_0000801,'Omni COVID-19 Assay by RT-PCR',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000802,'OSUWMC COVID-19 RT-PCR test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000803,'Warrior Diagnostics SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000804,'Cormeum SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000805,'HDPCR SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000806,'Cue COVID-19 Test',,,http://purl.obolibrary.org/obo/CIDO_0000261
http://purl.obolibrary.org/obo/CIDO_0000807,'EURORealTime SARS-CoV-2',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000808,'Illumina COVIDSeq Test',,,http://purl.obolibrary.org/obo/CIDO_0000352
http://purl.obolibrary.org/obo/CIDO_0000809,'SCoV-2 Detect IgG ELISA',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000810,'Dimension Vista SARS-CoV-2 Total antibody assay (COV2T)',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000811,'Dimension EXL SARS-CoV-2 Total antibody assay (CV2T)',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000812,'ExProbe SARS-CoV-2 Testing Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000813,'DTPM COVID-19 RT-PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000814,'Diagnovital SARS-CoV-2 Real-Time PCR Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000815,'KPMAS COVID-19 Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000816,'SARS-CoV-2 RBD IgG test',,,http://purl.obolibrary.org/obo/CIDO_0000263
http://purl.obolibrary.org/obo/CIDO_0000817,'BioCode SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000818,'Genetron SARS-CoV-2 RNA Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000819,'Gravity Diagnostics COVID-19 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000820,'RightSign COVID-19 IgG/IgM Rapid Test Cassette',,,http://purl.obolibrary.org/obo/CIDO_0000353
http://purl.obolibrary.org/obo/CIDO_0000821,'Phosphorus COVID-19 RT-qPCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000822,'Vibrant COVID-19 Ab Assay',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000823,'CSI SARS-CoV-2 RT PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000824,'Aspirus SARS-CoV-2 rRT Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000825,'NEcov19 RT-PCR Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000826,'Linea COVID-19 Assay Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000827,'Avera Institute for Human Genetics SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000828,'BioCore 2019-nCoV Real Time PCR Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000829,'SARS-CoV-2-Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000830,'Color SARS CoV-2 Diagnostic Assay',,,http://purl.obolibrary.org/obo/CIDO_0000261
http://purl.obolibrary.org/obo/CIDO_0000831,'Triplex CII-CoV-1 rRT-PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000832,'Hymon SARS-CoV-2 Test Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000833,'Exact Sciences SARS-CoV-2 (N gene detection) Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000834,'Express Gene 2019-nCoV RT-PCR Diagnostic Panel',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000835,'SARS-CoV-2 Real-Time RT-PCR-Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000836,'P23 Labs TaqPath SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000837,'LetsGetChecked Coronavirus (COVID-19) Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000838,'AQ-TOP COVID-19 Rapid Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000261
http://purl.obolibrary.org/obo/CIDO_0000839,'ADVIA Centaur SARS-CoV-2 Total (COV2T)',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000840,'Atellica IM SARS-CoV-2 Total (COV2T)',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000841,'DiaPlexQ Novel Coronavirus (2019-nCoV) Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000842,'COVID-19 IgG/IgM Rapid Test Cassette (Whole Blood/Serum/Plasma)',,,http://purl.obolibrary.org/obo/CIDO_0000353
http://purl.obolibrary.org/obo/CIDO_0000843,'Alinity m SARS-CoV-2 assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000844,'1copy COVID-19 qPCR Multi Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000845,'Lyra Direct SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000846,'Everlywell COVID-19 Test Home Collection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000259
http://purl.obolibrary.org/obo/CIDO_0000847,'NeoPlex COVID-19 Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000848,'ASSURANCE SARS-COV-2 PANEL',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000849,'Fulgent COVID-19 by RT-PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000850,'Aptima SARS-CoV-2 assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000851,'Biocollections Worldwide SARS-Co-V-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000852,'SARS-COV-2 R-GENE',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000853,'FTD SARS-CoV-2',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000854,'OPTI SARS-CoV-2 RT PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000855,'Novel Coronavirus (2019-nCoV) Nucleic Acid Diagnostic Kit (PCR-Fluorescence Probing)',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000856,'Sherlock CRISPR SARS-CoV-2 Kit',,,http://purl.obolibrary.org/obo/CIDO_0000261
http://purl.obolibrary.org/obo/CIDO_0000857,'UTHSC/UCH SARS-CoV-2-RT-PCR Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000858,'Quick SARS-CoV-2rRT-PCR Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000859,'Rutgers Clinical Genomics Laboratory TaqPath SARS-CoV-2-Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000860,'Gnomegen COVID-19-RT-qPCR Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000861,'Sofia 2 SARS Antigen FIA',,,http://purl.obolibrary.org/obo/CIDO_0000353
http://purl.obolibrary.org/obo/CIDO_0000862,'Anti-SARS-CoV-2 Elisa (IgG)',,,http://purl.obolibrary.org/obo/CIDO_0000263
http://purl.obolibrary.org/obo/CIDO_0000863,'Platelia SARS-CoV-2 Total Ab assay',,,http://purl.obolibrary.org/obo/CIDO_0000263
http://purl.obolibrary.org/obo/CIDO_0000864,'LabGun COVID-19 RT-PCR Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000865,'Rheonix COVID-19 MDx Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000866,'U-TOP COVID-19 Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000867,'New York SARS-CoV Microsphere Immunoassay for Antibody Detection',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000868,'BioFire Respiratory Panel 2.1',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000869,'Bio-Rad SARS CoV-2-ddPCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000870,'Elecsys Anti-Sars-CoV-2',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000871,'SARS-CoV-2 IgG assay',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000872,'Anti-SARS-CoV-2 Rapid Test',,,http://purl.obolibrary.org/obo/CIDO_0000353
http://purl.obolibrary.org/obo/CIDO_0000873,'VITROS Immunodiagnostic Products Anti-SARS-CoV-2 IgG Reagent Pack',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000874,'LIASON SARS-CoV-2 S1/S2 IgG',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000875,'RealStar SARS-CoV02 RT-PCR Kits',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000876,'STANDARD M nCoV Real-Time Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000877,'ID Now COVID-19',,,http://purl.obolibrary.org/obo/CIDO_0000259
http://purl.obolibrary.org/obo/CIDO_0000878,'Abbott RealTime SARS-CoV-2 EUA test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000879,'IAMP COVID-19 DETECTION KIT',,,http://purl.obolibrary.org/obo/CIDO_0000259
http://purl.obolibrary.org/obo/CIDO_0000880,'Avellino SARS-CoV-2/COVID-19 (AvellinoCoV2)',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000881,'BD SARS-CoV-2Reagents for BD MAX System',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000882,'BioGX SARS-CoV-2 Reagents for BD MAX System',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000883,'Real-Time Fluorescent RT-PCR Kit for Detecting SARS-CoV-2',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000884,'BioFire COVID-19 test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000885,'qSARS-CoV-2 IgM/IgG Rapid Test',,,http://purl.obolibrary.org/obo/CIDO_0000353
http://purl.obolibrary.org/obo/CIDO_0000886,'CDC 2019-Novel Coronavirus (2019-nCoV) Real-Time RT-PCR Diagnostic Panel (CDC)',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000887,'Xpert Xpress SARS-CoV-2 test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000888,'Logix Smart Coronavirus COVID-19',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000889,'QuantiVirus SARS-CoV-2 test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000890,'SARS-Cov-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000891,'Simplexa COVID-19 Direct',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000892,'Fosun COVID-19 RT-PCR Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000893,'ePlex SARS-CoV-2 Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000894,'GS COVID-19 RT-PCR Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000895,'Gnomegen COVID-19 RT-Digital PCR Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000896,'Panther Fusion SARS-CoV-2 assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000897,'Smart Detect SARS-CoV-2 rRT-PCR Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000898,'COV-19 IDx assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000899,'Curative-Korva SARS-Cov-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000900,'COVID-19 RT-PCR test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000901,'Aries SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000902,'NxTAGCoV Extended Panel Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000903,'SARS-CoV-2 Fluorescent PCR Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000904,'MGH COVID-19 qPCR assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000905,'Accula SARS-CoV-2 test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000906,'COVID-19 ELISA IgG Antibody Test',,,http://purl.obolibrary.org/obo/CIDO_0000263
http://purl.obolibrary.org/obo/CIDO_0000907,'NeuMoDx SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000908,'VITROS Immunodiagnostic Products Anti-SARS-CoV-2 Total Reagent Pack',,,http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000909,'GeneFinder COVID-19 Plus RealAmp Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000910,'PerkinElmer New Coronavirus Nucleic Acid Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000911,'Genesig real-time PCR COVID-2019 assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000912,'QiaStat-Dx Respiratory SARS-CoV-2 Panel',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000913,'Quest SARS-CoV-2 rRT-PCR',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000914,'Lyra SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000915,'cobas SARS-CoV-2',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000916,'ScienCell SARS-CoV-2 Coronavirus Real-time RT-PCR (RT-qPCR) Detection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000917,'Allplex 2019-nCoV Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000918,'TaqPath COVID-19 Combo Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000919,'PhoenixDx 2019-CoV',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000920,'New York SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Panel',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/DRON_00000031,'drug administration',,'a treatment that has as participants an extended organism and a drug product and that results in part of the drug product being located in the extended organism',http://purl.obolibrary.org/obo/OGMS_0000090
http://purl.obolibrary.org/obo/GENO_0000141,'inheritance pattern',,"'The pattern in which a genetic trait or condition is passed from one generation to the next, as determined by genetic interactions between alleles of the causal gene, and interactions between these alleles and the environment.'",http://purl.obolibrary.org/obo/BFO_0000144
http://purl.obolibrary.org/obo/GENO_0000147,'autosomal dominant inheritance',,'An inheritance pattern wherein a trait caused by alleles of an autosomal gene manifests in heterozygotes.',http://purl.obolibrary.org/obo/GENO_0000934
http://purl.obolibrary.org/obo/GENO_0000933,'monogenic inheritance',,"'An inheritance pattern wherein the trait is determined by alleles of a single causal gene, possibly together with environmental factors.'",http://purl.obolibrary.org/obo/GENO_0000141
http://purl.obolibrary.org/obo/GENO_0000934,'autosomal inheritance',,'An inheritance pattern wherein the trait is determined by alleles of a single causal gene on a non-sex chromosome.',http://purl.obolibrary.org/obo/GENO_0000933
http://purl.obolibrary.org/obo/GO_0000003,'reproduction',,'The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms.',http://purl.obolibrary.org/obo/GO_0008150
http://purl.obolibrary.org/obo/GO_0000027,'ribosomal large subunit assembly',,"'The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the large ribosomal subunit.'",http://purl.obolibrary.org/obo/GO_0022618
http://purl.obolibrary.org/obo/GO_0000165,'MAPK cascade',,"'An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell.'",http://purl.obolibrary.org/obo/GO_0035556
http://purl.obolibrary.org/obo/GO_0000184,"'nuclear-transcribed mRNA catabolic process, nonsense-mediated decay'",,"'The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins.'",http://purl.obolibrary.org/obo/GO_0006402
http://purl.obolibrary.org/obo/GO_0000187,'activation of MAPK activity',,'The initiation of the activity of the inactive enzyme MAP kinase (MAPK).',http://purl.obolibrary.org/obo/GO_0043406	http://purl.obolibrary.org/obo/GO_0045860
http://purl.obolibrary.org/obo/GO_0001662,'behavioral fear response',,'An acute behavioral change resulting from a perceived external threat.',http://purl.obolibrary.org/obo/GO_0007610	http://purl.obolibrary.org/obo/GO_0033555
http://purl.obolibrary.org/obo/GO_0001775,'cell activation',,'A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand.',http://purl.obolibrary.org/obo/GO_0009987
http://purl.obolibrary.org/obo/GO_0001932,'regulation of protein phosphorylation',,"'Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein.'",http://purl.obolibrary.org/obo/GO_0031399	http://purl.obolibrary.org/obo/GO_0042325
http://purl.obolibrary.org/obo/GO_0001934,'positive regulation of protein phosphorylation',,"'Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein.'",http://purl.obolibrary.org/obo/GO_0031401	http://purl.obolibrary.org/obo/GO_0001932	http://purl.obolibrary.org/obo/GO_0042327
http://purl.obolibrary.org/obo/GO_0001963,"'synaptic transmission, dopaminergic'",,"'The vesicular release of  dopamine. from a presynapse, across a chemical synapse, the subsequent activation of dopamine receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse.'",http://purl.obolibrary.org/obo/GO_0007268
http://purl.obolibrary.org/obo/GO_0001975,'response to amphetamine',,"'Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amphetamine stimulus. Amphetamines consist of a group of compounds related to alpha-methylphenethylamine.'",http://purl.obolibrary.org/obo/GO_0010243
http://purl.obolibrary.org/obo/GO_0001990,'regulation of systemic arterial blood pressure by hormone',,"'The process in which hormones modulate the force with which blood passes through the circulatory system. A hormone is one of a group of substances formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells, in the same organism, upon which they have a specific regulatory action.'",http://purl.obolibrary.org/obo/GO_0008217	http://purl.obolibrary.org/obo/GO_0003008
http://purl.obolibrary.org/obo/GO_0001991,'regulation of systemic arterial blood pressure by circulatory renin-angiotensin',,'The process in which angiotensinogen metabolites in the bloodstream modulate the force with which blood passes through the circulatory system. The process begins when renin is released and cleaves angiotensinogen.',http://purl.obolibrary.org/obo/GO_0003081
http://purl.obolibrary.org/obo/GO_0001994,'norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure',,'A process that results in a decrease in the diameter of an artery during the norepinephrine-epinephrine response to decreased blood pressure.',http://purl.obolibrary.org/obo/GO_0042310
http://purl.obolibrary.org/obo/GO_0002016,'regulation of blood volume by renin-angiotensin',,'The process in which the renin-angiotensin system controls the rate of fluid intake and output into the blood.',http://purl.obolibrary.org/obo/GO_0003081
http://purl.obolibrary.org/obo/GO_0002019,'regulation of renal output by angiotensin',,'The process in which angiotensin directly modulates the rate of urine output by the kidney.',http://purl.obolibrary.org/obo/GO_0002016
http://purl.obolibrary.org/obo/GO_0002034,'maintenance of blood vessel diameter homeostasis by renin-angiotensin',,'The process in which the diameter of a blood vessel is changed due to activity of the renin-angiotensin system.',http://purl.obolibrary.org/obo/GO_0003008	http://purl.obolibrary.org/obo/GO_0003081	http://purl.obolibrary.org/obo/GO_0097746
http://purl.obolibrary.org/obo/GO_0002035,'brain renin-angiotensin system',,'The process in which an angiotensin-mediated signaling system present in the brain regulates the force with which blood passes through the circulatory system.',http://purl.obolibrary.org/obo/GO_0050877	http://purl.obolibrary.org/obo/GO_0002016
http://purl.obolibrary.org/obo/GO_0002237,'response to molecule of bacterial origin',,"'Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin.'",http://purl.obolibrary.org/obo/GO_0043207	http://purl.obolibrary.org/obo/GO_0010033
http://purl.obolibrary.org/obo/GO_0002376,'immune system process',,"'Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats.'",http://purl.obolibrary.org/obo/GO_0008150
http://purl.obolibrary.org/obo/GO_0002682,'regulation of immune system process',,"'Any process that modulates the frequency, rate, or extent of an immune system process.'",http://purl.obolibrary.org/obo/GO_0050789
http://purl.obolibrary.org/obo/GO_0002684,'positive regulation of immune system process',,"'Any process that activates or increases the frequency, rate, or extent of an immune system process.'",http://purl.obolibrary.org/obo/GO_0002682	http://purl.obolibrary.org/obo/GO_0048518
